household_id,variable,value
9901,hh_size,1
9901,num_children,0
9910,hh_income,38264
9910,hh_size,2
9910,num_children,0
9917,hh_income,49572
9917,hh_size,3
9917,num_children,0
9919,hh_income,22577
9919,hh_size,2
9919,num_children,0
9934,hh_income,88047
9934,hh_size,1
9934,num_children,0
9943,hh_income,30235
9943,hh_size,1
9943,num_children,0
9963,hh_income,6607
9963,hh_size,1
9963,num_children,0
9969,hh_income,40681
9969,hh_size,5
9969,num_children,2
9995,hh_income,58681
9995,hh_size,4
9995,num_children,1
9996,hh_income,18131
9996,hh_size,4
9996,num_children,1
10002,hh_income,110627
10002,hh_size,2
10002,num_children,0
10003,hh_income,33259
10003,hh_size,1
10003,num_children,0
10004,hh_income,66354
10004,hh_size,3
10004,num_children,1
10011,hh_income,60558
10011,hh_size,3
10011,num_children,0
10014,hh_income,169705
10014,hh_size,12
10014,num_children,8
10016,hh_income,27652
10016,hh_size,2
10016,num_children,0
10021,hh_income,31084
10021,hh_size,1
10021,num_children,0
10023,hh_income,56211
10023,hh_size,1
10023,num_children,0
10024,hh_income,48323
10024,hh_size,3
10024,num_children,0
10026,hh_income,26272
10026,hh_size,2
10026,num_children,0
10027,hh_income,14913
10027,hh_size,1
10027,num_children,0
10029,hh_income,175795
10029,hh_size,2
10029,num_children,0
10033,hh_income,107198
10033,hh_size,2
10033,num_children,0
10036,hh_income,32732
10036,hh_size,2
10036,num_children,0
10044,hh_income,15425
10044,hh_size,2
10044,num_children,0
10048,hh_income,38190
10048,hh_size,1
10048,num_children,0
10050,hh_income,132357
10050,hh_size,4
10050,num_children,1
10056,hh_income,45437
10056,hh_size,2
10056,num_children,0
10057,hh_income,62607
10057,hh_size,2
10057,num_children,0
10058,hh_income,58198
10058,hh_size,1
10058,num_children,0
10083,hh_income,62613
10083,hh_size,4
10083,num_children,2
10088,hh_income,35395
10088,hh_size,2
10088,num_children,0
10090,hh_income,181
10090,hh_size,1
10090,num_children,0
10097,hh_income,12294
10097,hh_size,1
10097,num_children,0
10098,hh_income,13107
10098,hh_size,1
10098,num_children,0
10100,hh_income,25662
10100,hh_size,7
10100,num_children,2
10102,hh_income,18364
10102,hh_size,2
10102,num_children,0
10105,hh_income,69395
10105,hh_size,2
10105,num_children,0
10110,hh_income,1109371
10110,hh_size,2
10110,num_children,0
10111,hh_income,136100
10111,hh_size,2
10111,num_children,0
10118,hh_income,91683
10118,hh_size,12
10118,num_children,9
10120,hh_income,228857
10120,hh_size,9
10120,num_children,1
10126,hh_income,50354
10126,hh_size,2
10126,num_children,0
10127,hh_income,32376
10127,hh_size,2
10127,num_children,1
10128,hh_income,136130
10128,hh_size,6
10128,num_children,1
10136,hh_income,180459
10136,hh_size,2
10136,num_children,0
10140,hh_income,9851
10140,hh_size,1
10140,num_children,0
10143,hh_income,88415
10143,hh_size,3
10143,num_children,1
10144,hh_income,233541
10144,hh_size,4
10144,num_children,2
10148,hh_income,115532
10148,hh_size,2
10148,num_children,0
10150,hh_income,65423
10150,hh_size,2
10150,num_children,0
10153,hh_income,150506
10153,hh_size,4
10153,num_children,1
10159,hh_income,38468
10159,hh_size,2
10159,num_children,0
10165,hh_income,37956
10165,hh_size,2
10165,num_children,0
10168,hh_income,50197
10168,hh_size,1
10168,num_children,0
10172,hh_income,32292
10172,hh_size,2
10172,num_children,0
10175,hh_income,4773
10175,hh_size,1
10175,num_children,0
10178,hh_income,93903
10178,hh_size,4
10178,num_children,0
10179,hh_income,50136
10179,hh_size,1
10179,num_children,0
10180,hh_income,90320
10180,hh_size,3
10180,num_children,1
10187,hh_income,5372
10187,hh_size,4
10187,num_children,3
10188,hh_income,53105
10188,hh_size,1
10188,num_children,0
10193,hh_income,23065
10193,hh_size,2
10193,num_children,0
10196,hh_income,32620
10196,hh_size,5
10196,num_children,2
10198,hh_income,206
10198,hh_size,1
10198,num_children,0
10201,hh_income,9239
10201,hh_size,1
10201,num_children,0
10206,hh_income,48991
10206,hh_size,2
10206,num_children,0
10217,hh_income,50284
10217,hh_size,2
10217,num_children,0
10228,hh_income,14635
10228,hh_size,1
10228,num_children,0
10235,hh_income,516990
10235,hh_size,1
10235,num_children,0
10236,hh_income,28868
10236,hh_size,1
10236,num_children,0
10241,hh_income,21402
10241,hh_size,3
10241,num_children,1
10244,hh_income,44492
10244,hh_size,3
10244,num_children,1
10246,hh_income,65752
10246,hh_size,4
10246,num_children,0
10260,hh_income,19193
10260,hh_size,2
10260,num_children,1
10265,hh_income,28912
10265,hh_size,2
10265,num_children,0
10268,hh_income,29312
10268,hh_size,1
10268,num_children,0
10269,hh_income,42666
10269,hh_size,2
10269,num_children,0
10280,hh_income,90356
10280,hh_size,2
10280,num_children,0
10281,hh_income,68023
10281,hh_size,2
10281,num_children,0
10285,hh_income,85447
10285,hh_size,2
10285,num_children,0
10293,hh_income,46907
10293,hh_size,4
10293,num_children,0
10297,hh_income,37797
10297,hh_size,2
10297,num_children,0
10302,hh_income,10940
10302,hh_size,1
10302,num_children,0
10307,hh_income,16e3
10307,hh_size,1
10307,num_children,0
10308,hh_income,50296
10308,hh_size,1
10308,num_children,0
10322,hh_income,41746
10322,hh_size,2
10322,num_children,0
10329,hh_income,46128
10329,hh_size,2
10329,num_children,0
10331,hh_income,282
10331,hh_size,1
10331,num_children,0
10332,hh_income,17886
10332,hh_size,1
10332,num_children,0
10333,hh_income,313376
10333,hh_size,5
10333,num_children,3
10336,hh_income,27506
10336,hh_size,1
10336,num_children,0
10337,hh_income,124301
10337,hh_size,1
10337,num_children,0
10342,hh_income,44422
10342,hh_size,1
10342,num_children,0
10343,hh_income,106819
10343,hh_size,4
10343,num_children,0
10346,hh_income,279109
10346,hh_size,3
10346,num_children,0
10355,hh_income,5466
10355,hh_size,2
10355,num_children,0
10359,hh_income,14432
10359,hh_size,3
10359,num_children,1
10362,hh_income,54806
10362,hh_size,1
10362,num_children,0
10367,hh_income,1232
10367,hh_size,1
10367,num_children,0
10372,hh_income,36483
10372,hh_size,1
10372,num_children,0
10376,hh_income,85189
10376,hh_size,1
10376,num_children,0
10379,hh_income,186425
10379,hh_size,4
10379,num_children,2
10382,hh_income,102361
10382,hh_size,4
10382,num_children,0
10395,hh_income,15794
10395,hh_size,1
10395,num_children,0
10396,hh_income,116825
10396,hh_size,9
10396,num_children,3
10403,hh_income,123465
10403,hh_size,2
10403,num_children,0
10404,hh_income,127777
10404,hh_size,3
10404,num_children,0
10405,hh_income,87483
10405,hh_size,2
10405,num_children,0
10411,hh_income,8536
10411,hh_size,2
10411,num_children,1
10417,hh_income,80499
10417,hh_size,3
10417,num_children,1
10418,hh_income,5270
10418,hh_size,1
10418,num_children,0
10419,hh_income,99167
10419,hh_size,1
10419,num_children,0
10426,hh_income,188219
10426,hh_size,4
10426,num_children,2
10433,hh_income,98438
10433,hh_size,2
10433,num_children,0
10441,hh_income,40169
10441,hh_size,1
10441,num_children,0
10443,hh_income,50476
10443,hh_size,2
10443,num_children,0
10446,hh_income,63173
10446,hh_size,2
10446,num_children,0
10450,hh_income,71525
10450,hh_size,2
10450,num_children,0
10461,hh_income,50727
10461,hh_size,4
10461,num_children,2
10462,hh_income,19211
10462,hh_size,1
10462,num_children,0
10468,hh_income,79680
10468,hh_size,2
10468,num_children,0
10470,hh_income,35185
10470,hh_size,1
10470,num_children,0
10473,hh_income,65512
10473,hh_size,3
10473,num_children,1
10474,hh_income,8428
10474,hh_size,2
10474,num_children,0
10476,hh_income,113387
10476,hh_size,2
10476,num_children,0
10480,hh_income,22167
10480,hh_size,1
10480,num_children,0
10484,hh_income,50142
10484,hh_size,1
10484,num_children,0
10485,hh_income,79357
10485,hh_size,4
10485,num_children,2
10488,hh_income,12550
10488,hh_size,1
10488,num_children,0
10489,hh_income,82855
10489,hh_size,2
10489,num_children,0
10496,hh_income,11413
10496,hh_size,3
10496,num_children,0
10497,hh_income,66508
10497,hh_size,4
10497,num_children,2
10498,hh_income,200831
10498,hh_size,3
10498,num_children,0
10501,hh_income,26725
10501,hh_size,1
10501,num_children,0
10506,hh_income,75157
10506,hh_size,1
10506,num_children,0
10507,hh_income,101548
10507,hh_size,1
10507,num_children,0
10513,hh_income,166296
10513,hh_size,2
10513,num_children,0
10516,hh_income,16570
10516,hh_size,7
10516,num_children,4
10520,hh_income,106607
10520,hh_size,3
10520,num_children,0
10523,hh_income,30430
10523,hh_size,6
10523,num_children,4
10528,hh_income,135432
10528,hh_size,5
10528,num_children,3
10529,hh_income,35807
10529,hh_size,3
10529,num_children,0
10543,hh_income,99919
10543,hh_size,1
10543,num_children,0
10546,hh_income,11562
10546,hh_size,2
10546,num_children,0
10551,hh_income,146426
10551,hh_size,3
10551,num_children,1
10557,hh_income,34887
10557,hh_size,2
10557,num_children,0
10560,hh_income,55690
10560,hh_size,2
10560,num_children,0
10565,hh_income,60983
10565,hh_size,3
10565,num_children,0
10570,hh_income,21791
10570,hh_size,1
10570,num_children,0
10572,hh_income,26469
10572,hh_size,2
10572,num_children,0
10582,hh_income,89353
10582,hh_size,2
10582,num_children,0
10589,hh_income,13687
10589,hh_size,2
10589,num_children,0
10592,hh_income,17037
10592,hh_size,1
10592,num_children,0
10595,hh_income,55074
10595,hh_size,2
10595,num_children,0
10608,hh_income,34631
10608,hh_size,1
10608,num_children,0
10615,hh_income,70528
10615,hh_size,3
10615,num_children,0
10621,hh_income,2743
10621,hh_size,1
10621,num_children,0
10644,hh_income,100462
10644,hh_size,2
10644,num_children,0
10655,hh_income,9062
10655,hh_size,1
10655,num_children,0
10658,hh_income,38498
10658,hh_size,2
10658,num_children,0
10662,hh_income,40462
10662,hh_size,4
10662,num_children,2
10669,hh_income,88358
10669,hh_size,2
10669,num_children,0
10671,hh_income,242
10671,hh_size,1
10671,num_children,0
10672,hh_income,14052
10672,hh_size,1
10672,num_children,0
10673,hh_income,8546
10673,hh_size,1
10673,num_children,0
10676,hh_income,34601
10676,hh_size,1
10676,num_children,0
10677,hh_income,66285
10677,hh_size,2
10677,num_children,0
10682,hh_income,25724
10682,hh_size,2
10682,num_children,0
10685,hh_income,17256
10685,hh_size,1
10685,num_children,0
10686,hh_income,10859
10686,hh_size,3
10686,num_children,0
10687,hh_income,11733
10687,hh_size,1
10687,num_children,0
10688,hh_income,30118
10688,hh_size,1
10688,num_children,0
10690,hh_income,22975
10690,hh_size,1
10690,num_children,0
10691,hh_income,8867
10691,hh_size,4
10691,num_children,0
10694,hh_income,147
10694,hh_size,1
10694,num_children,0
10703,hh_income,10295
10703,hh_size,1
10703,num_children,0
10709,hh_income,77337
10709,hh_size,2
10709,num_children,0
10724,hh_income,57538
10724,hh_size,2
10724,num_children,0
10731,hh_income,50225
10731,hh_size,1
10731,num_children,0
10734,hh_income,1358
10734,hh_size,1
10734,num_children,0
10750,hh_income,44611
10750,hh_size,3
10750,num_children,0
10753,hh_income,11552
10753,hh_size,1
10753,num_children,0
10755,hh_income,220609
10755,hh_size,4
10755,num_children,2
10757,hh_income,20137
10757,hh_size,1
10757,num_children,0
10759,hh_income,8065
10759,hh_size,1
10759,num_children,0
10761,hh_income,13725
10761,hh_size,1
10761,num_children,0
10763,hh_income,44456
10763,hh_size,2
10763,num_children,0
10771,hh_income,17536
10771,hh_size,1
10771,num_children,0
10773,hh_income,5387
10773,hh_size,5
10773,num_children,3
10776,hh_income,93377
10776,hh_size,2
10776,num_children,0
10782,hh_income,64587
10782,hh_size,2
10782,num_children,0
10800,hh_income,297
10800,hh_size,2
10800,num_children,0
10801,hh_income,91043
10801,hh_size,4
10801,num_children,0
10802,hh_income,153177
10802,hh_size,2
10802,num_children,1
10808,hh_income,10726
10808,hh_size,1
10808,num_children,0
10814,hh_income,33715
10814,hh_size,3
10814,num_children,0
10817,hh_income,88479
10817,hh_size,2
10817,num_children,0
10842,hh_income,224
10842,hh_size,1
10842,num_children,0
10849,hh_income,64100
10849,hh_size,3
10849,num_children,0
10852,hh_income,262
10852,hh_size,1
10852,num_children,0
10855,hh_income,78322
10855,hh_size,4
10855,num_children,0
10856,hh_income,104405
10856,hh_size,2
10856,num_children,0
10864,hh_income,125827
10864,hh_size,3
10864,num_children,0
10865,hh_income,16992
10865,hh_size,1
10865,num_children,0
10866,hh_income,210416
10866,hh_size,2
10866,num_children,0
10874,hh_income,185279
10874,hh_size,3
10874,num_children,2
10884,hh_income,42129
10884,hh_size,1
10884,num_children,0
10885,hh_income,69160
10885,hh_size,2
10885,num_children,0
10886,hh_income,71913
10886,hh_size,3
10886,num_children,0
10887,hh_income,87450
10887,hh_size,2
10887,num_children,0
10892,hh_income,167596
10892,hh_size,3
10892,num_children,0
10901,hh_income,52487
10901,hh_size,2
10901,num_children,0
10915,hh_income,41555
10915,hh_size,2
10915,num_children,0
10928,hh_income,50520
10928,hh_size,1
10928,num_children,0
10932,hh_income,67579
10932,hh_size,2
10932,num_children,0
10933,hh_income,39476
10933,hh_size,1
10933,num_children,0
10939,hh_income,58402
10939,hh_size,1
10939,num_children,0
10945,hh_income,175811
10945,hh_size,3
10945,num_children,0
10953,hh_income,92460
10953,hh_size,6
10953,num_children,4
10958,hh_income,90478
10958,hh_size,3
10958,num_children,1
10959,hh_income,50404
10959,hh_size,2
10959,num_children,0
10961,hh_income,58773
10961,hh_size,4
10961,num_children,1
10962,hh_income,170411
10962,hh_size,2
10962,num_children,0
10964,hh_income,79403
10964,hh_size,4
10964,num_children,2
10965,hh_income,9679
10965,hh_size,1
10965,num_children,0
10967,hh_income,98636
10967,hh_size,6
10967,num_children,3
10975,hh_income,245062
10975,hh_size,5
10975,num_children,1
10979,hh_income,275438
10979,hh_size,2
10979,num_children,0
10984,hh_income,40795
10984,hh_size,3
10984,num_children,0
10988,hh_income,67957
10988,hh_size,2
10988,num_children,0
10991,hh_income,144439
10991,hh_size,2
10991,num_children,0
11002,hh_income,43288
11002,hh_size,1
11002,num_children,0
11012,hh_income,74475
11012,hh_size,2
11012,num_children,0
11015,hh_income,16255
11015,hh_size,1
11015,num_children,0
11017,hh_income,25249
11017,hh_size,2
11017,num_children,0
11019,hh_income,408
11019,hh_size,2
11019,num_children,0
11022,hh_income,3448
11022,hh_size,5
11022,num_children,3
11026,hh_income,38464
11026,hh_size,2
11026,num_children,0
11032,hh_income,5519
11032,hh_size,2
11032,num_children,0
11035,hh_income,649445
11035,hh_size,2
11035,num_children,0
11043,hh_income,96579
11043,hh_size,3
11043,num_children,0
11052,hh_income,1
11052,hh_size,1
11052,num_children,1
11053,hh_income,24116
11053,hh_size,1
11053,num_children,0
11056,hh_income,63441
11056,hh_size,2
11056,num_children,0
11058,hh_income,20093
11058,hh_size,6
11058,num_children,4
11060,hh_income,79178
11060,hh_size,1
11060,num_children,0
11061,hh_income,31715
11061,hh_size,5
11061,num_children,2
11100,hh_income,113353
11100,hh_size,3
11100,num_children,0
11102,hh_income,11230
11102,hh_size,1
11102,num_children,0
11105,hh_income,16044
11105,hh_size,1
11105,num_children,0
11107,hh_income,123176
11107,hh_size,1
11107,num_children,0
11109,hh_income,13079
11109,hh_size,1
11109,num_children,0
11111,hh_income,150287
11111,hh_size,3
11111,num_children,1
11114,hh_income,21194
11114,hh_size,1
11114,num_children,0
11115,hh_income,78363
11115,hh_size,2
11115,num_children,0
11121,hh_income,134540
11121,hh_size,2
11121,num_children,0
11132,hh_income,129396
11132,hh_size,3
11132,num_children,0
11134,hh_income,68334
11134,hh_size,2
11134,num_children,0
11136,hh_income,40320
11136,hh_size,2
11136,num_children,1
11140,hh_income,31308
11140,hh_size,6
11140,num_children,4
11143,hh_income,10565
11143,hh_size,1
11143,num_children,0
11148,hh_income,1
11148,hh_size,1
11148,num_children,1
11149,hh_income,33440
11149,hh_size,1
11149,num_children,0
11153,hh_income,4535
11153,hh_size,1
11153,num_children,0
11155,hh_income,114367
11155,hh_size,6
11155,num_children,3
11158,hh_income,145481
11158,hh_size,2
11158,num_children,0
11159,hh_income,37595
11159,hh_size,2
11159,num_children,0
11167,hh_income,8585
11167,hh_size,1
11167,num_children,0
11170,hh_income,10630
11170,hh_size,3
11170,num_children,0
11185,hh_income,105640
11185,hh_size,4
11185,num_children,1
11186,hh_income,17915
11186,hh_size,2
11186,num_children,0
11193,hh_income,243453
11193,hh_size,3
11193,num_children,0
11204,hh_income,1600
11204,hh_size,1
11204,num_children,0
11206,hh_income,44254
11206,hh_size,2
11206,num_children,0
11207,hh_income,127583
11207,hh_size,3
11207,num_children,0
11208,hh_income,1001694
11208,hh_size,2
11208,num_children,0
11209,hh_income,30808
11209,hh_size,1
11209,num_children,0
11210,hh_income,60423
11210,hh_size,2
11210,num_children,0
11219,hh_income,187795
11219,hh_size,3
11219,num_children,1
11221,hh_income,31863
11221,hh_size,2
11221,num_children,0
11222,hh_income,104943
11222,hh_size,5
11222,num_children,3
11226,hh_income,60362
11226,hh_size,5
11226,num_children,3
11230,hh_income,681461
11230,hh_size,2
11230,num_children,0
11233,hh_income,30145
11233,hh_size,1
11233,num_children,0
11234,hh_income,27212
11234,hh_size,1
11234,num_children,0
11236,hh_income,96340
11236,hh_size,2
11236,num_children,0
11237,hh_income,16186
11237,hh_size,1
11237,num_children,0
11241,hh_income,2237
11241,hh_size,1
11241,num_children,0
11251,hh_income,99382
11251,hh_size,2
11251,num_children,0
11258,hh_income,2151
11258,hh_size,3
11258,num_children,0
11279,hh_income,87586
11279,hh_size,5
11279,num_children,1
11283,hh_income,15826
11283,hh_size,1
11283,num_children,0
11292,hh_income,83948
11292,hh_size,2
11292,num_children,0
11296,hh_income,111
11296,hh_size,1
11296,num_children,0
11300,hh_income,106439
11300,hh_size,2
11300,num_children,0
11301,hh_income,40404
11301,hh_size,3
11301,num_children,1
11303,hh_income,30506
11303,hh_size,2
11303,num_children,0
11312,hh_income,170276
11312,hh_size,3
11312,num_children,1
11321,hh_income,82702
11321,hh_size,6
11321,num_children,1
11325,hh_income,66899
11325,hh_size,2
11325,num_children,0
11326,hh_income,128095
11326,hh_size,3
11326,num_children,1
11340,hh_income,80360
11340,hh_size,2
11340,num_children,0
11346,hh_income,58057
11346,hh_size,2
11346,num_children,0
11366,hh_income,25174
11366,hh_size,1
11366,num_children,0
11373,hh_income,115345
11373,hh_size,1
11373,num_children,0
11374,hh_income,123266
11374,hh_size,2
11374,num_children,0
11375,hh_income,100502
11375,hh_size,3
11375,num_children,0
11379,hh_income,96373
11379,hh_size,2
11379,num_children,0
11382,hh_income,75815
11382,hh_size,2
11382,num_children,0
11385,hh_income,15266
11385,hh_size,1
11385,num_children,0
11389,hh_income,74461
11389,hh_size,2
11389,num_children,0
11392,hh_income,39474
11392,hh_size,2
11392,num_children,0
11394,hh_income,24584
11394,hh_size,1
11394,num_children,0
11399,hh_income,182298
11399,hh_size,2
11399,num_children,0
11406,hh_income,37458
11406,hh_size,3
11406,num_children,1
11412,hh_income,98959
11412,hh_size,1
11412,num_children,0
11413,hh_income,58294
11413,hh_size,1
11413,num_children,0
11415,hh_income,26098
11415,hh_size,2
11415,num_children,0
11419,hh_income,28723
11419,hh_size,2
11419,num_children,0
11422,hh_income,65348
11422,hh_size,2
11422,num_children,0
11425,hh_income,16378
11425,hh_size,1
11425,num_children,0
11436,hh_income,81992
11436,hh_size,2
11436,num_children,0
11442,hh_income,145553
11442,hh_size,3
11442,num_children,0
11443,hh_income,95338
11443,hh_size,2
11443,num_children,0
11446,hh_income,55258
11446,hh_size,2
11446,num_children,1
11450,hh_income,14186
11450,hh_size,2
11450,num_children,0
11453,hh_income,13380
11453,hh_size,5
11453,num_children,3
11460,hh_income,54333
11460,hh_size,5
11460,num_children,3
11463,hh_income,36766
11463,hh_size,1
11463,num_children,0
11467,hh_income,106669
11467,hh_size,3
11467,num_children,0
11471,hh_income,18578
11471,hh_size,5
11471,num_children,2
11473,hh_income,126304
11473,hh_size,1
11473,num_children,0
11474,hh_income,10204
11474,hh_size,1
11474,num_children,0
11475,hh_income,209020
11475,hh_size,2
11475,num_children,0
11484,hh_income,136520
11484,hh_size,2
11484,num_children,0
11487,hh_income,123542
11487,hh_size,3
11487,num_children,1
11501,hh_income,62689
11501,hh_size,3
11501,num_children,0
11505,hh_income,750320
11505,hh_size,2
11505,num_children,0
11507,hh_income,25141
11507,hh_size,2
11507,num_children,1
11513,hh_income,39390
11513,hh_size,1
11513,num_children,0
11515,hh_income,17634
11515,hh_size,1
11515,num_children,0
11518,hh_income,86536
11518,hh_size,2
11518,num_children,0
11522,hh_income,74563
11522,hh_size,2
11522,num_children,0
11523,hh_income,21045
11523,hh_size,3
11523,num_children,1
11526,hh_income,32060
11526,hh_size,1
11526,num_children,0
11531,hh_income,88503
11531,hh_size,2
11531,num_children,0
11533,hh_income,192
11533,hh_size,1
11533,num_children,0
11535,hh_income,37121
11535,hh_size,3
11535,num_children,0
11537,hh_income,197553
11537,hh_size,4
11537,num_children,2
11540,hh_income,80011
11540,hh_size,4
11540,num_children,2
11541,hh_income,15118
11541,hh_size,1
11541,num_children,0
11547,hh_income,77425
11547,hh_size,2
11547,num_children,0
11550,hh_income,137413
11550,hh_size,2
11550,num_children,0
11556,hh_income,33303
11556,hh_size,3
11556,num_children,0
11557,hh_income,23451
11557,hh_size,1
11557,num_children,0
11558,hh_income,103202
11558,hh_size,1
11558,num_children,0
11561,hh_income,53217
11561,hh_size,1
11561,num_children,0
11569,hh_income,60263
11569,hh_size,1
11569,num_children,0
11586,hh_income,39439
11586,hh_size,2
11586,num_children,0
11588,hh_income,113145
11588,hh_size,1
11588,num_children,0
11589,hh_income,19259
11589,hh_size,3
11589,num_children,2
11596,hh_income,19855
11596,hh_size,1
11596,num_children,0
11627,hh_income,27218
11627,hh_size,2
11627,num_children,1
11630,hh_income,92453
11630,hh_size,2
11630,num_children,0
11632,hh_income,58751
11632,hh_size,1
11632,num_children,0
11637,hh_income,14629
11637,hh_size,2
11637,num_children,0
11646,hh_income,35564
11646,hh_size,4
11646,num_children,2
11655,hh_income,4127
11655,hh_size,1
11655,num_children,0
11661,hh_income,20279
11661,hh_size,2
11661,num_children,1
11669,hh_income,103479
11669,hh_size,6
11669,num_children,3
11676,hh_income,66559
11676,hh_size,4
11676,num_children,2
11680,hh_income,41423
11680,hh_size,2
11680,num_children,0
11699,hh_income,19454
11699,hh_size,1
11699,num_children,0
11704,hh_income,105530
11704,hh_size,3
11704,num_children,0
11709,hh_income,36196
11709,hh_size,1
11709,num_children,0
11718,hh_income,36842
11718,hh_size,5
11718,num_children,4
11725,hh_income,64479
11725,hh_size,3
11725,num_children,0
11728,hh_income,68420
11728,hh_size,2
11728,num_children,0
11730,hh_income,55553
11730,hh_size,2
11730,num_children,0
11733,hh_income,21535
11733,hh_size,2
11733,num_children,0
11738,hh_income,37880
11738,hh_size,1
11738,num_children,0
11739,hh_income,24683
11739,hh_size,1
11739,num_children,0
11742,hh_income,17005
11742,hh_size,1
11742,num_children,0
11757,hh_income,21334
11757,hh_size,1
11757,num_children,0
11762,hh_income,28215
11762,hh_size,1
11762,num_children,0
11763,hh_income,46609
11763,hh_size,3
11763,num_children,1
11777,hh_income,180399
11777,hh_size,2
11777,num_children,0
11779,hh_income,88667
11779,hh_size,3
11779,num_children,0
11782,hh_income,249
11782,hh_size,1
11782,num_children,0
11784,hh_income,140430
11784,hh_size,2
11784,num_children,0
11788,hh_income,145128
11788,hh_size,2
11788,num_children,1
11800,hh_income,75287
11800,hh_size,1
11800,num_children,0
11802,hh_income,115492
11802,hh_size,3
11802,num_children,1
11807,hh_income,11039
11807,hh_size,2
11807,num_children,1
11815,hh_income,18607
11815,hh_size,4
11815,num_children,2
11819,hh_income,21710
11819,hh_size,1
11819,num_children,0
11828,hh_income,4188
11828,hh_size,1
11828,num_children,0
11844,hh_income,147527
11844,hh_size,2
11844,num_children,0
11865,hh_income,17296
11865,hh_size,1
11865,num_children,0
11868,hh_income,167
11868,hh_size,1
11868,num_children,0
11878,hh_income,70059
11878,hh_size,1
11878,num_children,0
11880,hh_income,79509
11880,hh_size,4
11880,num_children,2
11889,hh_income,6214
11889,hh_size,1
11889,num_children,0
11891,hh_income,261
11891,hh_size,1
11891,num_children,0
11895,hh_income,66119
11895,hh_size,1
11895,num_children,0
11901,hh_income,95211
11901,hh_size,2
11901,num_children,0
11903,hh_income,215548
11903,hh_size,3
11903,num_children,1
11904,hh_income,44887
11904,hh_size,3
11904,num_children,0
11908,hh_income,23195
11908,hh_size,1
11908,num_children,0
11911,hh_income,51625
11911,hh_size,2
11911,num_children,0
11913,hh_income,158425
11913,hh_size,4
11913,num_children,2
11914,hh_income,6232
11914,hh_size,1
11914,num_children,0
11915,hh_income,32401
11915,hh_size,2
11915,num_children,0
11930,hh_income,287
11930,hh_size,4
11930,num_children,3
11932,hh_income,18378
11932,hh_size,2
11932,num_children,0
11938,hh_income,88778
11938,hh_size,2
11938,num_children,0
11942,hh_income,35194
11942,hh_size,2
11942,num_children,1
11943,hh_income,154036
11943,hh_size,2
11943,num_children,0
11944,hh_income,105430
11944,hh_size,3
11944,num_children,1
11948,hh_income,67176
11948,hh_size,1
11948,num_children,0
11949,hh_income,55366
11949,hh_size,2
11949,num_children,0
11951,hh_income,59546
11951,hh_size,2
11951,num_children,0
11954,hh_income,86798
11954,hh_size,3
11954,num_children,0
11956,hh_income,120169
11956,hh_size,1
11956,num_children,0
11963,hh_income,20052
11963,hh_size,2
11963,num_children,0
11979,hh_income,60466
11979,hh_size,3
11979,num_children,1
11982,hh_income,181898
11982,hh_size,3
11982,num_children,0
11985,hh_income,65661
11985,hh_size,2
11985,num_children,0
11986,hh_income,50216
11986,hh_size,1
11986,num_children,0
11989,hh_income,25320
11989,hh_size,5
11989,num_children,3
11991,hh_income,2329
11991,hh_size,1
11991,num_children,0
11996,hh_income,185475
11996,hh_size,2
11996,num_children,0
12000,hh_income,161336
12000,hh_size,2
12000,num_children,0
12004,hh_income,97349
12004,hh_size,4
12004,num_children,1
12012,hh_income,58312
12012,hh_size,2
12012,num_children,0
12013,hh_income,125738
12013,hh_size,4
12013,num_children,0
12018,hh_income,39526
12018,hh_size,2
12018,num_children,1
12019,hh_income,27218
12019,hh_size,1
12019,num_children,0
12022,hh_income,270562
12022,hh_size,3
12022,num_children,0
12028,hh_income,87295
12028,hh_size,2
12028,num_children,0
12031,hh_income,40659
12031,hh_size,3
12031,num_children,2
12032,hh_income,63104
12032,hh_size,1
12032,num_children,0
12037,hh_income,9444
12037,hh_size,2
12037,num_children,0
12038,hh_income,99575
12038,hh_size,5
12038,num_children,2
12042,hh_income,2203
12042,hh_size,1
12042,num_children,0
12050,hh_income,37364
12050,hh_size,2
12050,num_children,0
12054,hh_income,48343
12054,hh_size,1
12054,num_children,0
12061,hh_income,28772
12061,hh_size,3
12061,num_children,0
12065,hh_income,96339
12065,hh_size,2
12065,num_children,0
12070,hh_income,97264
12070,hh_size,1
12070,num_children,0
12081,hh_income,33166
12081,hh_size,2
12081,num_children,1
12102,hh_income,86866
12102,hh_size,2
12102,num_children,0
12105,hh_income,88363
12105,hh_size,2
12105,num_children,0
12109,hh_income,4220
12109,hh_size,1
12109,num_children,0
12115,hh_income,7883
12115,hh_size,1
12115,num_children,0
12117,hh_income,312692
12117,hh_size,3
12117,num_children,0
12122,hh_income,7465
12122,hh_size,1
12122,num_children,0
12123,hh_income,34087
12123,hh_size,1
12123,num_children,0
12124,hh_income,63788
12124,hh_size,4
12124,num_children,0
12130,hh_income,143856
12130,hh_size,2
12130,num_children,0
12139,hh_income,83973
12139,hh_size,3
12139,num_children,0
12157,hh_income,1294
12157,hh_size,6
12157,num_children,4
12166,hh_income,60427
12166,hh_size,2
12166,num_children,0
12167,hh_income,215397
12167,hh_size,4
12167,num_children,2
12170,hh_income,165316
12170,hh_size,3
12170,num_children,1
12171,hh_income,65410
12171,hh_size,2
12171,num_children,0
