person_id,age,citizen_status,nativity_status,weekly_hours_worked,marital_status,school_status,sex,when_last_worked,worked_last_week,language,race_native_american,race_asian,race_black,race_native_hawaiian,race_pacific_islander,race_white,race_other,uninsured,household_id,hh_income_pct
16211,19,citizen_birth,native_born,0,never_married,private_school,F,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,7010,1
16212,58,citizen_birth,native_born,40,divorced,not_student,FEMALE,in_last_year,worked,English,0,0,1,0,0,0,0,0,7011,0.026583224360171867
16213,49,citizen_birth,native_born,50,never_married,not_student,male,in_last_year,worked,English,0,0,1,0,0,0,0,1,7011,0.9734167756398281
16238,70,citizen_birth,native_born,0,never_married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,1,0,0,0,0,0,7024,1
16239,61,citizen_birth,native_born,45,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7025,0.9988591675213769
16240,58,citizen_birth,native_born,0,married,not_student,female,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,7025,0.001140832478623103
16242,48,citizen_birth,native_born,40,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7027,0.4085568569901532
16243,49,citizen_birth,native_born,40,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7027,0.5914431430098468
16251,50,citizen_birth,native_born,0,married,not_student,FEMALE,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,0,7030,0.003941558810710428
16252,60,citizen_birth,native_born,45,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7030,0.6061473157605503
16253,23,citizen_birth,native_born,40,never_married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7030,0.3899111254287393
16273,87,citizen_birth,native_born,0,divorced,not_student,F,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,7040,1
16276,44,citizen_birth,native_born,40,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7042,0.994924159809656
16277,43,citizen_birth,native_born,0,married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,7042,0.005075840190344007
16280,87,citizen_birth,native_born,0,never_married,not_student,M,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,7045,1
16286,18,citizen_birth,native_born,22,never_married,private_school,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7048,1
16288,34,citizen_birth,native_born,30,never_married,not_student,FEMALE,in_last_year,worked,English,0,0,1,0,0,0,0,0,7050,1
16296,44,citizen_birth,native_born,40,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7052,0.8919829360529296
16297,42,citizen_birth,native_born,15,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7052,0.10801706394707043
16318,36,citizen_birth,native_born,40,never_married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7061,0.13298929003282087
16321,38,citizen_birth,native_born,40,never_married,not_student,male,in_last_year,not_reported,English,0,0,0,0,0,1,0,0,7061,0.8670107099671791
16342,54,citizen_birth,native_born,0,never_married,not_student,FEMALE,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,0,7067,1
16347,61,citizen_birth,native_born,40,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7070,0.5973708555569515
16348,57,citizen_birth,native_born,25,married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,0,7070,0.40262914444304854
16349,82,citizen_birth,native_born,0,divorced,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,7071,0.27562143859938887
16350,58,citizen_birth,native_born,40,divorced,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,0,7071,0.7243785614006111
16356,76,citizen_birth,native_born,0,married,not_student,MALE,over_five_years_ago,not_reported,English,0,0,0,0,0,1,0,0,7074,0.4853022621735611
16357,74,citizen_birth,native_born,0,married,not_student,FEMALE,over_five_years_ago,not_reported,English,0,0,0,0,0,1,0,0,7074,0.5146977378264389
16390,68,citizen_birth,native_born,0,divorced,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,1,0,0,0,0,0,7088,1
16392,27,citizen_birth,native_born,40,never_married,public_school,F,in_last_year,did_not_work,English,0,0,1,0,0,0,0,0,7090,1
16393,55,citizen_birth,native_born,0,married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,7091,0.0020527186447227017
16394,56,citizen_birth,native_born,40,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7091,0.9091249381165702
16395,20,citizen_birth,native_born,20,never_married,public_school,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7091,0.08882234323870702
16396,65,citizen_birth,native_born,40,widowed,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,0,7092,1
16397,24,citizen_birth,native_born,40,married,not_student,FEMALE,in_last_year,did_not_work,English,0,0,0,0,0,1,0,0,7093,0.9778610651093873
16398,26,citizen_birth,native_born,0,married,not_student,MALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,7093,0.022138934890612742
16399,30,noncitizen,foreign_born,60,married,not_student,M,in_last_year,worked,Chinese,0,1,0,0,0,0,0,1,7094,0.996378608988987
16400,31,noncitizen,foreign_born,0,married,not_student,female,in_last_five_years,did_not_work,Chinese,0,1,0,0,0,0,0,0,7094,0.0036213910110129972
16405,52,citizen_birth,native_born,40,married,not_student,MALE,in_last_year,worked,English,0,0,1,0,0,0,0,0,7097,0.9976272121713767
16406,52,citizen_birth,native_born,0,married,not_student,female,over_five_years_ago,did_not_work,Spanish,1,0,1,0,0,0,0,0,7097,0.002372787828623231
16448,62,citizen_birth,native_born,43,divorced,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7113,1
16453,54,noncitizen,foreign_born,40,divorced,not_student,MALE,in_last_year,worked,Spanish,0,0,0,0,0,1,0,0,7116,1
16467,24,citizen_birth,native_born,40,never_married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7120,0.9964672006194497
16468,24,citizen_birth,native_born,0,never_married,private_school,FEMALE,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,0,7120,0.0035327993805502455
16475,46,citizen_birth,native_born,45,married,not_student,MALE,in_last_year,worked,Greek,0,0,0,0,0,1,0,0,7125,0.5713125778640007
16476,42,citizen_birth,native_born,40,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7125,0.42868742213599936
16490,35,citizen_birth,native_born,0,married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,7133,0.004742750795461367
16491,41,citizen_birth,native_born,40,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7133,0.9952572492045386
16496,35,citizen_birth,native_born,45,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,0,7135,0.4664128628299772
16497,34,citizen_birth,native_born,36,married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,0,7135,0.5335871371700228
16526,64,citizen_birth,native_born,0,married,not_student,MALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,7145,0.27485415653864853
16527,60,citizen_birth,native_born,0,married,not_student,F,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,7145,0.07925029515938607
16528,34,citizen_birth,native_born,50,never_married,not_student,male,in_last_year,worked,English,0,0,0,0,0,1,0,0,7145,0.4350475727481075
16529,28,citizen_birth,native_born,40,never_married,not_student,male,in_last_year,worked,English,0,0,0,0,0,1,0,0,7145,0.19980988263073823
16530,21,citizen_birth,native_born,20,never_married,public_school,F,in_last_year,worked,English,0,0,0,0,0,1,0,0,7145,0.011038092923119662
16531,39,noncitizen,foreign_born,40,married,not_student,M,in_last_year,worked,Spanish,0,0,0,0,0,1,0,0,7146,0.9947784363533728
16532,39,noncitizen,foreign_born,0,married,not_student,FEMALE,in_last_five_years,did_not_work,Spanish,0,0,0,0,0,1,0,0,7146,0.005221563646627152
16560,21,citizen_birth,native_born,15,never_married,private_school,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7160,1
16570,29,citizen_birth,native_born,40,never_married,not_student,FEMALE,in_last_year,worked,English,0,0,1,0,0,0,0,0,7165,1
16585,88,citizen_birth,native_born,0,divorced,not_student,MALE,over_five_years_ago,not_reported,English,0,0,0,0,0,1,0,0,7170,0.16934512124125045
16586,56,citizen_birth,native_born,40,never_married,not_student,MALE,in_last_year,not_reported,English,0,0,0,0,0,1,0,0,7170,0.8306548787587495
16614,32,noncitizen,foreign_born,40,married,not_student,MALE,in_last_year,worked,Tamil,0,1,0,0,0,0,0,0,7182,0.9966475095785441
16615,31,noncitizen,foreign_born,0,married,not_student,FEMALE,over_five_years_ago,did_not_work,Tamil,0,1,0,0,0,0,0,0,7182,0.003352490421455939
16621,59,citizen_birth,native_born,40,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,0,7184,0.47351287363125183
16622,58,citizen_birth,native_born,40,married,not_student,female,in_last_year,worked,English,0,0,0,0,0,1,0,0,7184,0.5264871263687482
16640,48,citizen_naturalized,foreign_born,45,married,not_student,MALE,in_last_year,worked,"Kru, Ibo, Yoruba",0,0,1,0,0,0,0,0,7192,0.5684097544221192
16641,45,citizen_naturalized,foreign_born,40,married,not_student,FEMALE,in_last_year,worked,"Kru, Ibo, Yoruba",0,0,1,0,0,0,0,0,7192,0.43159024557788084
16652,62,citizen_birth,native_born,45,divorced,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7197,1
16660,54,citizen_birth,native_born,0,married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,1,0,0,0,0,0,7202,1
16683,85,citizen_birth,native_born,0,widowed,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,7212,1
16688,32,citizen_birth,native_born,40,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7216,1
16704,66,citizen_naturalized,foreign_born,40,married,not_student,M,in_last_year,worked,Polish,0,0,0,0,0,1,0,0,7224,0.5303023161546365
16705,29,citizen_birth,native_born,40,never_married,not_student,F,in_last_year,not_reported,Polish,0,0,0,0,0,1,0,0,7224,0.23855355813010812
16706,59,citizen_naturalized,foreign_born,0,married,not_student,F,in_last_five_years,did_not_work,Polish,0,0,0,0,0,1,0,0,7224,0.09634147491068146
16707,90,citizen_birth,native_born,0,divorced,not_student,FEMALE,over_five_years_ago,not_reported,Polish,0,0,0,0,0,1,0,0,7224,0.0018947785183020523
16708,65,citizen_birth,native_born,0,divorced,not_student,MALE,over_five_years_ago,not_reported,Polish,0,0,0,0,0,1,0,0,7224,0.13290787228627182
16709,46,noncitizen,foreign_born,40,married,not_student,MALE,in_last_year,worked,Spanish,0,0,0,0,0,1,0,0,7225,0.4867149171807451
16710,45,citizen_naturalized,foreign_born,40,married,not_student,F,in_last_year,worked,Spanish,0,0,0,0,0,1,0,0,7225,0.3256585871342757
16711,19,citizen_birth,native_born,30,married,public_school,FEMALE,in_last_year,worked,Spanish,0,0,0,0,0,1,0,0,7225,0.1876264956849792
16713,54,noncitizen,foreign_born,40,married,not_student,MALE,in_last_year,worked,Spanish,0,0,0,0,0,1,0,0,7227,0.9873630597732078
16714,53,noncitizen,foreign_born,0,married,not_student,female,over_five_years_ago,did_not_work,Spanish,0,0,0,0,0,1,0,0,7227,0.012636940226792235
16726,61,citizen_birth,native_born,20,widowed,not_student,FEMALE,in_last_year,worked,English,0,0,1,0,0,0,0,0,7230,1
16734,29,citizen_birth,native_born,40,never_married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7232,1
16757,73,citizen_birth,native_born,40,married,not_student,FEMALE,in_last_year,did_not_work,English,0,0,0,0,0,1,0,0,7244,0.7017741535053378
16758,66,citizen_birth,native_born,6,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7244,0.29822584649466227
16761,85,citizen_birth,native_born,0,widowed,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,7246,1
16765,53,citizen_birth,native_born,40,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,0,7249,0.4994527090900045
16766,49,citizen_birth,native_born,40,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7249,0.5005472909099955
16784,18,citizen_birth,native_born,5,never_married,public_school,female,in_last_year,not_reported,Spanish,0,0,0,0,0,1,0,0,7256,1
16791,24,citizen_birth,native_born,24,married,public_school,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7261,0.362959311231227
16792,22,citizen_birth,native_born,45,married,public_school,F,in_last_year,worked,English,0,0,0,0,0,1,0,0,7261,0.637040688768773
16796,48,citizen_birth,native_born,50,married,not_student,male,in_last_year,worked,English,0,0,0,0,0,1,0,0,7265,0.9722982892962504
16797,47,citizen_birth,native_born,5,married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,0,7265,0.027701710703749556
16826,40,noncitizen,foreign_born,40,married,not_student,MALE,in_last_year,worked,Korean,0,1,0,0,0,0,0,0,7274,0.9939188648547729
16827,39,noncitizen,foreign_born,0,married,not_student,FEMALE,over_five_years_ago,did_not_work,Korean,0,1,0,0,0,0,0,0,7274,0.006081135145227109
16850,63,citizen_birth,native_born,40,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7282,0.7442444046623253
16851,54,citizen_birth,native_born,39,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7282,0.2257600512824522
16852,22,citizen_birth,native_born,40,never_married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,0,7282,0.029995544055222447
16876,33,citizen_birth,native_born,40,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7291,0.3780761221144047
16877,32,citizen_birth,native_born,50,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,0,7291,0.6219238778855953
16899,32,citizen_birth,native_born,45,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7299,0.37532133676092544
16900,34,citizen_birth,native_born,40,married,not_student,F,in_last_year,worked,Thai,0,1,0,0,0,0,0,0,7299,0.6246786632390745
16910,72,noncitizen,foreign_born,0,divorced,not_student,MALE,in_last_five_years,did_not_work,Russian,0,0,0,0,0,1,0,1,7305,1
16915,72,citizen_birth,native_born,0,married,not_student,MALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,7308,0.9964161820222426
16916,63,citizen_naturalized,foreign_born,0,married,not_student,FEMALE,over_five_years_ago,did_not_work,Polish,0,0,0,0,0,1,0,0,7308,0.0035838179777573716
16921,28,citizen_birth,native_born,43,never_married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7311,0.4742537527214392
16922,26,citizen_birth,native_born,45,never_married,public_school,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7311,0.5257462472785608
16956,75,citizen_birth,native_born,0,married,not_student,MALE,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,0,7324,0.41405317076236564
16957,71,citizen_birth,native_born,10,married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,0,7324,0.5859468292376343
16960,56,citizen_birth,native_born,55,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7326,0.5439969785706156
16961,51,citizen_birth,native_born,50,married,not_student,female,in_last_year,worked,English,0,0,0,0,0,1,0,0,7326,0.4560030214293844
16990,67,citizen_birth,native_born,8,married,not_student,FEMALE,in_last_year,did_not_work,English,0,0,0,0,0,1,0,0,7340,0.03766268399631024
16991,68,citizen_birth,native_born,60,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7340,0.9623373160036898
17005,41,citizen_birth,native_born,40,never_married,not_student,FEMALE,in_last_year,did_not_work,English,0,0,1,0,0,0,0,1,7347,1
17007,88,citizen_birth,native_born,0,widowed,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,7348,1
17015,66,citizen_birth,native_born,45,married,not_student,MALE,in_last_year,did_not_work,English,0,0,0,0,0,1,0,0,7353,0.9959282983266299
17016,60,citizen_birth,native_born,0,married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,7353,0.004071701673370078
17053,61,citizen_birth,native_born,40,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7368,0.5155561989552797
17054,63,citizen_birth,native_born,40,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7368,0.4844438010447203
17055,55,citizen_birth,native_born,70,married,not_student,FEMALE,in_last_year,worked,English,0,0,1,0,0,0,0,0,7369,0.4373041527040519
17056,55,citizen_birth,native_born,40,married,not_student,MALE,in_last_year,worked,English,0,0,1,0,0,0,0,0,7369,0.3974180283305161
17057,19,citizen_birth,native_born,40,never_married,not_student,MALE,in_last_year,worked,English,0,0,1,0,0,0,0,0,7369,0.16527781896543203
17079,29,citizen_birth,native_born,20,never_married,not_student,FEMALE,in_last_year,did_not_work,English,0,0,0,0,0,0,1,0,7378,0.9536794919686216
17082,55,citizen_birth,native_born,0,never_married,not_student,MALE,over_five_years_ago,did_not_work,Spanish,0,0,0,0,0,0,1,0,7378,0.04632050803137841
17089,80,citizen_birth,native_born,0,never_married,not_student,FEMALE,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,0,7382,1
17131,28,citizen_birth,native_born,40,never_married,not_student,M,in_last_year,worked,English,0,1,0,0,0,1,0,0,7398,1
17139,30,citizen_birth,native_born,40,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7403,0.499835255354201
17140,33,citizen_birth,native_born,40,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7403,0.500164744645799
17157,94,citizen_birth,native_born,0,widowed,not_student,MALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,7410,1
17166,70,citizen_birth,native_born,30,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7415,0.4915545225234743
17167,67,citizen_birth,native_born,30,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7415,0.5084454774765257
17177,87,citizen_birth,native_born,0,widowed,not_student,M,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,7420,0.8840557667934094
17178,57,citizen_birth,native_born,0,never_married,not_student,FEMALE,over_five_years_ago,not_reported,English,0,0,0,0,0,1,0,0,7420,0.11594423320659063
17197,58,citizen_birth,native_born,0,married,not_student,MALE,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,0,7429,0.11950617283950617
17198,52,citizen_birth,native_born,0,married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,7429,0.14222222222222222
17199,18,citizen_birth,native_born,30,never_married,private_school,FEMALE,in_last_year,did_not_work,English,0,0,0,0,0,1,0,0,7429,0.7382716049382716
17266,63,citizen_birth,native_born,8,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7451,0.5692670067231348
17267,64,citizen_birth,native_born,0,married,not_student,FEMALE,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,0,7451,0.43073299327686526
17270,41,citizen_birth,native_born,0,married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,7453,8.383711645945021e-4
17271,41,citizen_birth,native_born,60,married,not_student,MALE,in_last_year,not_reported,English,0,0,0,0,0,1,0,0,7453,0.9991616288354055
17285,69,citizen_birth,native_born,40,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7459,0.6495532905498931
17286,66,citizen_birth,native_born,15,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7459,0.350446709450107
17297,79,citizen_birth,native_born,0,widowed,not_student,F,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,7464,1
17309,76,citizen_birth,native_born,6,widowed,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,0,7470,1
17317,62,citizen_birth,native_born,38,divorced,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,0,7473,1
17324,47,citizen_birth,native_born,40,never_married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7476,0.46028386590009057
17325,23,citizen_birth,native_born,24,never_married,public_school,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7476,0.0780576677612559
17326,33,citizen_birth,native_born,40,never_married,not_student,male,in_last_year,worked,English,0,0,0,0,0,1,0,0,7476,0.46165846633865354
17327,29,citizen_birth,native_born,32,never_married,not_student,FEMALE,in_last_year,worked,English,0,0,1,0,0,0,0,0,7477,1
17338,49,citizen_birth,native_born,50,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7481,0.22315427730857998
17339,51,citizen_birth,native_born,70,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,0,7481,0.7116969743082503
17340,20,citizen_birth,native_born,30,never_married,public_school,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7481,0.06514874838316975
17348,29,citizen_birth,native_born,40,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7486,0.5346960540348382
17349,33,citizen_birth,native_born,45,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7486,0.4653039459651617
17401,54,citizen_naturalized,foreign_born,40,married,not_student,female,in_last_year,not_reported,Polish,0,0,0,0,0,1,0,0,7504,0.7129641453482598
17402,59,citizen_naturalized,foreign_born,40,married,not_student,MALE,in_last_year,not_reported,Polish,0,0,0,0,0,1,0,0,7504,0.28703585465174025
17405,23,citizen_birth,native_born,30,separated,not_student,male,in_last_year,did_not_work,English,0,0,0,0,0,1,0,0,7506,1
17463,55,citizen_birth,native_born,42,divorced,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7528,1
17495,52,citizen_naturalized,foreign_born,50,married,not_student,MALE,in_last_year,worked,Spanish,0,0,0,0,0,1,0,0,7543,0.9970537600056795
17496,54,noncitizen,foreign_born,0,married,not_student,FEMALE,over_five_years_ago,did_not_work,Spanish,0,0,0,0,0,1,0,1,7543,0.002946239994320501
17510,65,citizen_birth,native_born,0,married,not_student,M,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,0,7554,0.2816735364730787
17511,60,citizen_birth,native_born,0,married,not_student,FEMALE,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,0,7554,0.7183264635269213
17512,62,citizen_birth,native_born,0,never_married,not_student,F,over_five_years_ago,not_reported,English,0,0,0,0,0,1,0,1,7555,1
17518,38,citizen_birth,native_born,0,separated,not_student,MALE,in_last_five_years,not_reported,English,0,0,0,0,0,1,0,0,7558,1
17533,55,citizen_birth,native_born,40,never_married,not_student,MALE,in_last_year,not_reported,English,0,0,0,0,0,1,0,0,7565,1
17536,27,citizen_birth,native_born,40,never_married,not_student,male,in_last_year,worked,English,0,0,0,0,0,1,0,0,7567,0.45437392795883363
17537,27,citizen_birth,native_born,35,never_married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7567,0.30359196851982645
17538,27,citizen_birth,native_born,35,never_married,public_school,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7567,0.24203410352133992
17563,69,citizen_birth,native_born,40,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,1,7579,0.7390938854968587
17564,67,citizen_birth,native_born,0,married,not_student,F,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,0,7579,0.07515559095065333
17565,30,citizen_birth,native_born,40,divorced,not_student,F,in_last_year,did_not_work,English,0,0,0,0,0,1,0,0,7579,0.18575052355248797
17575,44,noncitizen,foreign_born,40,married,not_student,MALE,in_last_year,worked,Spanish,0,0,0,0,0,0,1,1,7584,0.6051594410605518
17576,39,noncitizen,foreign_born,30,married,not_student,female,in_last_year,worked,Spanish,0,0,0,0,0,0,1,0,7584,0.39484055893944825
17583,35,citizen_birth,native_born,40,divorced,not_student,F,in_last_year,worked,English,0,0,1,0,0,0,0,0,7589,1
17587,52,citizen_birth,native_born,50,divorced,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7590,0.9494982960999622
17588,21,citizen_birth,native_born,12,never_married,public_school,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7590,0.050501703900037866
17599,53,noncitizen,foreign_born,40,married,not_student,MALE,in_last_year,worked,Spanish,0,0,0,0,0,1,0,0,7594,0.3750325969526506
17600,55,noncitizen,foreign_born,40,married,not_student,FEMALE,in_last_year,worked,Spanish,0,0,0,0,0,1,0,0,7594,0.2768071129655155
17601,30,citizen_birth,native_born,40,never_married,not_student,MALE,in_last_year,worked,Spanish,0,0,0,0,0,1,0,1,7594,0.26276248308062933
17602,22,citizen_birth,native_born,40,never_married,not_student,FEMALE,in_last_year,worked,Spanish,0,0,0,0,0,1,0,0,7594,0.08539780700120453
17604,69,citizen_birth,native_born,20,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,0,7595,0.6388793251850576
17605,68,citizen_birth,native_born,20,married,not_student,female,in_last_year,worked,English,0,0,0,0,0,1,0,0,7595,0.3611206748149423
17620,51,citizen_birth,native_born,45,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7601,0.46636053475863287
17621,47,citizen_birth,native_born,45,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7601,0.4691889765381772
17622,20,citizen_birth,native_born,16,never_married,public_school,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7601,0.06445048870318996
17624,53,citizen_birth,native_born,0,married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,7603,0.41624877285149514
17625,59,citizen_birth,native_born,0,married,not_student,male,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,7603,0.5837512271485049
17627,69,citizen_birth,native_born,40,married,not_student,M,in_last_year,not_reported,English,0,0,0,0,0,1,0,0,7605,0.3163118693332893
17628,64,citizen_birth,native_born,37,married,private_school,FEMALE,in_last_year,not_reported,English,0,0,0,0,0,1,0,0,7605,0.6836881306667107
17644,52,citizen_birth,native_born,40,divorced,not_student,FEMALE,in_last_year,not_reported,English,0,0,0,0,0,1,0,0,7611,0.1916595258497572
17645,27,citizen_birth,native_born,40,never_married,not_student,FEMALE,in_last_year,not_reported,English,0,0,0,0,0,1,0,0,7611,0.23899719127868227
17646,24,citizen_birth,native_born,40,never_married,public_school,MALE,in_last_year,not_reported,English,0,0,0,0,0,1,0,0,7611,0.26294868132914406
17647,21,citizen_birth,native_born,0,never_married,public_school,F,over_five_years_ago,not_reported,English,0,0,0,0,0,1,0,0,7611,0.0012853470437017994
17648,21,citizen_birth,native_born,36,never_married,not_student,FEMALE,in_last_year,not_reported,English,0,0,0,0,0,1,0,0,7611,0.3051092544987147
17679,58,noncitizen,foreign_born,50,married,not_student,FEMALE,in_last_year,worked,Spanish,0,0,0,0,0,0,1,0,7625,0.6679783425545135
17680,62,citizen_naturalized,foreign_born,0,married,not_student,MALE,in_last_five_years,did_not_work,Spanish,0,0,0,0,0,0,1,0,7625,0.00476345454007515
17681,26,citizen_birth,native_born,55,never_married,not_student,FEMALE,in_last_year,worked,Spanish,0,0,0,0,0,0,1,0,7625,0.3272582029054114
17687,58,citizen_birth,native_born,42,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,7628,0.8730490022086358
17688,51,citizen_birth,native_born,0,married,not_student,FEMALE,over_five_years_ago,not_reported,English,0,0,0,0,0,1,0,0,7628,0.0010804524882950981
