person_id,age,citizen_status,nativity_status,weekly_hours_worked,total_income,self_employed_income,wage_income,interest_income,other_income,marital_status,school_status,sex,when_last_worked,worked_last_week,language,race_native_american,race_asian,race_black,race_native_hawaiian,race_pacific_islander,race_white,race_other,household_id
13964,57,citizen_birth,native_born,0,751,53,16,584,98,married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6053
13965,55,citizen_birth,native_born,50,144700,38,144028,559,75,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,6053
13967,83,citizen_birth,native_born,0,248,65,90,48,45,widowed,not_student,FEMALE,in_last_five_years,did_not_work,Greek,0,0,0,0,0,1,0,6054
14025,63,citizen_birth,native_born,40,50189,96,50045,19,29,widowed,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,6078
14035,66,citizen_birth,native_born,0,20028,94,91,80,19763,divorced,not_student,MALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6084
14042,69,citizen_birth,native_born,0,18976,96,9,59,18812,widowed,not_student,F,in_last_five_years,did_not_work,English,0,0,1,0,0,0,0,6088
14077,21,citizen_birth,native_born,0,2104,16,21,58,2009,never_married,public_school,female,over_five_years_ago,not_reported,English,0,0,0,0,0,1,0,6101
14080,58,citizen_birth,native_born,50,10154,10038,28,70,18,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,6103
14081,51,citizen_birth,native_born,38,54198,62,54034,56,46,married,public_school,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,6103
14089,46,citizen_birth,native_born,1,484,88,306,84,6,never_married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,6108
14090,80,citizen_birth,native_born,0,26515,46,16,63,26390,divorced,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6109
14104,32,citizen_birth,native_born,24,24437,39,17030,76,7292,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,6114
14105,36,citizen_birth,native_born,40,100209,66,100002,58,83,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,6114
14116,45,citizen_birth,native_born,40,73261,49,73050,80,82,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,6117
14117,42,citizen_birth,native_born,40,47268,87,47048,96,37,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,6117
14118,21,citizen_birth,native_born,50,23246,75,23011,96,64,never_married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,6117
14119,18,citizen_birth,native_born,8,2238,62,2075,56,45,never_married,public_school,F,in_last_year,did_not_work,English,0,0,0,0,0,1,0,6117
14131,53,citizen_birth,native_born,36,38238,99,38061,15,63,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,6123
14132,56,citizen_birth,native_born,40,40168,1,40041,39,87,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,6123
14144,21,citizen_birth,native_born,15,940,82,707,52,99,never_married,private_school,F,in_last_year,worked,English,0,0,0,0,0,1,0,6129
14159,31,citizen_birth,native_born,0,196,9,45,80,62,married,not_student,FEMALE,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,6135
14160,37,citizen_birth,native_born,70,45281,32,45078,75,96,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,6135
14170,41,citizen_birth,native_born,36,22187,2,22062,26,97,separated,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,6139
14172,64,citizen_birth,native_born,42,30157,97,30009,4,47,widowed,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,6139
14182,58,citizen_birth,native_born,45,42292,3,21097,100,21092,divorced,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,6143
14183,30,citizen_birth,native_born,40,38256,82,38049,27,98,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,6143
14186,33,citizen_birth,native_born,45,37199,44,37084,53,18,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,6143
14222,46,noncitizen,foreign_born,35,21268,21085,74,91,18,never_married,not_student,MALE,in_last_year,did_not_work,Polish,0,0,0,0,0,1,0,6158
14240,32,noncitizen,foreign_born,1,30163,39,30066,28,30,divorced,not_student,FEMALE,in_last_year,worked,Spanish,0,0,0,0,0,1,0,6168
14244,56,citizen_birth,native_born,30,12116,0,11049,23,1044,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,6169
14245,54,citizen_birth,native_born,40,70181,38,70041,20,82,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,6169
14246,37,citizen_birth,native_born,50,70311,79,70094,63,75,married,not_student,FEMALE,in_last_year,worked,Spanish,0,0,0,0,0,1,0,6170
14247,45,citizen_naturalized,foreign_born,50,45140,15,45017,85,23,married,not_student,MALE,in_last_year,worked,Spanish,0,0,0,0,0,1,0,6170
14267,44,citizen_birth,native_born,40,74292,86,74076,91,39,divorced,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,6179
14268,39,citizen_naturalized,foreign_born,20,15274,53,15089,70,62,married,not_student,F,in_last_year,worked,Thai,0,1,0,0,0,0,0,6180
14269,40,citizen_naturalized,foreign_born,40,24247,38,24017,95,97,married,not_student,MALE,in_last_year,worked,Thai,0,1,0,0,0,0,0,6180
14300,78,citizen_birth,native_born,0,34527,2,96,11205,23224,married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6192
14301,81,citizen_birth,native_born,0,20328,90,90,6338,13810,married,not_student,MALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6192
14302,29,noncitizen,foreign_born,40,30170,26,30062,80,2,never_married,not_student,male,in_last_year,worked,Spanish,0,0,0,0,0,0,1,6193
14306,33,noncitizen,foreign_born,40,24228,50,24043,60,75,never_married,not_student,MALE,in_last_year,worked,Spanish,0,0,0,0,0,0,1,6193
14307,25,noncitizen,foreign_born,40,19166,93,19029,37,7,never_married,not_student,FEMALE,in_last_year,worked,Spanish,0,0,0,0,0,0,1,6193
14308,33,noncitizen,foreign_born,25,35230,86,35022,79,43,never_married,not_student,FEMALE,in_last_year,worked,Spanish,0,0,0,0,0,0,1,6193
14326,58,citizen_birth,native_born,40,61272,8,59049,2164,51,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,6200
14327,56,citizen_birth,native_born,35,10226,1,8028,2116,81,married,not_student,female,in_last_year,worked,English,0,0,0,0,0,1,0,6200
14328,94,citizen_birth,native_born,0,11498,97,33,524,10844,widowed,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6201
14331,62,citizen_birth,native_born,0,34353,7,47,54,34245,divorced,not_student,male,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6203
14332,76,citizen_birth,native_born,0,13160,76,17,10,13057,widowed,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6204
14348,33,noncitizen,foreign_born,32,50223,43,50001,83,96,married,not_student,MALE,in_last_year,worked,Spanish,0,0,0,0,0,1,0,6210
14349,29,noncitizen,foreign_born,24,20855,89,20664,86,16,married,not_student,FEMALE,in_last_year,worked,Spanish,0,0,0,0,0,1,0,6210
14353,31,noncitizen,foreign_born,40,28281,62,28046,86,87,never_married,not_student,male,in_last_year,worked,Spanish,0,0,0,0,0,1,0,6210
14354,53,noncitizen,foreign_born,0,276,68,53,97,58,separated,not_student,FEMALE,over_five_years_ago,did_not_work,Spanish,0,0,0,0,0,1,0,6210
14360,21,citizen_birth,native_born,35,15245,42,15099,33,71,married,private_school,F,in_last_year,worked,Romanian,0,0,0,0,0,1,0,6213
14361,29,citizen_birth,native_born,50,50197,41,50086,37,33,married,not_student,MALE,in_last_year,worked,Romanian,0,0,0,0,0,1,0,6213
14364,57,citizen_birth,native_born,0,15238,68,23,52,15095,married,not_student,F,in_last_five_years,did_not_work,Spanish,0,0,0,0,0,1,0,6215
14375,55,citizen_naturalized,foreign_born,50,115236,55,115087,14,80,married,not_student,MALE,in_last_year,worked,Other Indo-European languages,0,0,0,0,0,1,0,6221
14376,55,citizen_naturalized,foreign_born,50,80148,2,80042,41,63,married,not_student,FEMALE,in_last_year,worked,Other Indo-European languages,0,0,0,0,0,1,0,6221
14399,67,citizen_birth,native_born,45,48192,50,36047,22,12073,never_married,not_student,MALE,in_last_year,worked,Spanish,0,0,0,0,0,1,0,6232
14405,58,citizen_birth,native_born,0,7213,77,69,22,7045,never_married,not_student,female,over_five_years_ago,did_not_work,English,0,0,1,0,0,0,0,6236
14411,84,citizen_birth,native_born,0,14864,12,72,32,14748,divorced,not_student,MALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6239
14412,65,citizen_birth,native_born,0,9761,62,24,13,9662,married,not_student,FEMALE,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,6240
14413,65,citizen_birth,native_born,0,61101,57,44,150,60850,married,not_student,MALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6240
14430,47,citizen_birth,native_born,60,11262,17,11053,97,95,divorced,not_student,MALE,in_last_year,did_not_work,English,0,1,0,0,0,0,0,6250
14432,26,citizen_birth,native_born,12,1252,80,1078,74,20,never_married,not_student,FEMALE,in_last_year,not_reported,English,0,0,0,0,0,1,0,6250
14433,64,citizen_birth,native_born,40,36199,10042,12025,3068,11064,never_married,not_student,female,in_last_year,did_not_work,English,0,0,0,0,0,1,0,6251
14434,25,citizen_birth,native_born,48,40177,81,40022,3,71,never_married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,6252
14435,24,citizen_birth,native_born,40,25196,6,25066,93,31,never_married,public_school,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,6252
14438,89,citizen_birth,native_born,0,8022,18,70,8,7926,widowed,not_student,F,over_five_years_ago,not_reported,English,0,0,0,0,0,1,0,6254
14462,28,citizen_birth,native_born,0,131,70,27,33,1,never_married,public_school,M,in_last_five_years,not_reported,English,0,0,1,0,0,0,0,6264
14464,31,citizen_birth,native_born,40,22193,2,22074,36,81,never_married,private_school,FEMALE,in_last_year,worked,Spanish,0,0,0,0,0,0,1,6266
14471,31,citizen_birth,native_born,52,102712,36,95014,7566,96,never_married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,6270
14472,31,citizen_birth,native_born,45,47211,84,47004,58,65,never_married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,6270
14484,58,citizen_birth,native_born,0,158,34,83,26,15,divorced,not_student,MALE,over_five_years_ago,did_not_work,English,0,0,1,0,0,0,0,6275
14485,73,citizen_birth,native_born,0,25961,52,65,50,25794,widowed,not_student,MALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6276
14498,58,citizen_birth,native_born,40,23213,64,23056,82,11,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,6285
14499,51,citizen_birth,native_born,0,6009,89,18,89,5813,married,not_student,male,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6285
14500,59,citizen_birth,native_born,35,91460,43,38088,281,53048,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,6286
14501,47,citizen_birth,native_born,15,8260,72,8026,79,83,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,6286
14502,48,citizen_birth,native_born,15,40371,56,40093,169,53,married,private_school,FEMALE,in_last_year,did_not_work,English,0,0,0,0,0,1,0,6287
14503,71,citizen_birth,native_born,0,5246,39,93,234,4880,married,not_student,MALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6287
14504,20,citizen_birth,native_born,40,2231,99,2044,10,78,never_married,private_school,male,in_last_year,worked,English,0,0,0,0,0,1,0,6287
14507,68,citizen_birth,native_born,60,89850,99,68047,78,21626,married,not_student,male,in_last_year,worked,English,0,0,0,0,0,1,0,6289
14508,69,citizen_birth,native_born,3,12236,1886,89,0,10261,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,6289
14509,40,citizen_birth,native_born,0,11588,40,6,78,11464,never_married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6289
14523,19,citizen_birth,native_born,6,474,75,279,74,46,never_married,private_school,FEMALE,in_last_year,did_not_work,English,0,0,0,0,0,1,0,6296
14537,74,citizen_birth,native_born,20,60185,20050,23,76,40036,divorced,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,6303
14543,38,citizen_birth,native_born,45,140157,12,140046,99,0,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,6307
14544,29,citizen_birth,native_born,40,40273,99,40094,37,43,married,not_student,FEMALE,in_last_year,did_not_work,English,0,0,0,0,0,1,0,6307
14547,34,citizen_naturalized,foreign_born,0,118,0,89,17,12,married,not_student,FEMALE,over_five_years_ago,did_not_work,Pakistan N.E.C.,0,1,0,0,0,0,0,6308
14548,40,citizen_naturalized,foreign_born,40,120249,92,120054,87,16,married,not_student,M,in_last_year,did_not_work,Pakistan N.E.C.,0,1,0,0,0,0,0,6308
14566,62,citizen_birth,native_born,0,25195,44,65,25015,71,married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6315
14567,62,citizen_birth,native_born,0,106121,57,32,8011,98021,married,not_student,M,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,6315
14578,75,citizen_birth,native_born,0,9904,78,35,11,9780,married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6320
14579,77,citizen_birth,native_born,1,31307,22,248,11347,19690,married,not_student,MALE,in_last_year,did_not_work,English,0,0,0,0,0,1,0,6320
14590,63,citizen_birth,native_born,0,15795,76,92,4107,11520,never_married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6325
14605,73,citizen_birth,native_born,0,35672,24,84,20003,15561,widowed,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6334
14619,66,citizen_birth,native_born,0,63573,80,92,36,63365,widowed,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6339
14627,89,citizen_birth,native_born,0,93781,74,12,8598,85097,widowed,not_student,MALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6344
14628,54,citizen_birth,native_born,0,43989,3,70,15082,28834,never_married,not_student,MALE,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,6344
14629,59,citizen_birth,native_born,8,20178,56,20087,14,21,divorced,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,6345
14630,73,citizen_birth,native_born,0,27186,61,31,22,27072,widowed,not_student,male,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,6346
14631,31,citizen_birth,native_born,48,45140,52,45020,64,4,never_married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,6346
14637,21,noncitizen,foreign_born,20,5256,89,5037,79,51,never_married,private_school,MALE,in_last_year,worked,Panjabi,0,1,0,0,0,0,0,6348
14639,63,citizen_birth,native_born,50,186113,15,170047,4012,12039,widowed,not_student,MALE,in_last_year,worked,English,1,0,0,0,0,1,0,6350
14647,43,citizen_birth,native_born,40,74581,49,70045,52,4435,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,6353
14648,37,citizen_birth,native_born,40,15155,98,12518,12,2527,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,6353
14655,75,citizen_birth,native_born,25,123678,51,37052,42,86533,married,not_student,male,in_last_year,did_not_work,English,0,0,0,0,0,1,0,6355
14656,62,citizen_birth,native_born,0,6525,55,87,39,6344,married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6355
14660,44,citizen_birth,native_born,54,51261,49,51084,42,86,never_married,not_student,M,in_last_year,worked,English,0,0,1,0,0,0,0,6357
14666,41,noncitizen,foreign_born,40,20175,6,20046,88,35,married,not_student,female,in_last_year,worked,Spanish,0,0,0,0,0,1,0,6361
14667,44,noncitizen,foreign_born,12,19254,19051,66,84,53,married,not_student,MALE,in_last_year,worked,Spanish,0,0,0,0,0,1,0,6361
14668,19,citizen_birth,native_born,17,10230,8,10056,80,86,never_married,public_school,FEMALE,in_last_year,not_reported,English,0,0,0,0,0,1,0,6361
14687,29,citizen_birth,native_born,40,21291,6,21118,74,93,never_married,not_student,male,in_last_year,worked,English,0,0,0,0,0,1,0,6366
14689,27,citizen_birth,native_born,0,262,31,46,98,87,never_married,not_student,FEMALE,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,6366
14690,66,citizen_birth,native_born,20,15248,100,6021,100,9027,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,6367
14691,69,citizen_birth,native_born,40,342274,310028,58,2095,30093,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,6367
14698,77,citizen_birth,native_born,0,213251,19,28,740,212464,married,not_student,MALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6371
14699,75,citizen_birth,native_born,0,212,37,7,71,97,married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6371
14713,67,citizen_birth,native_born,16,58777,12,16531,7364,34870,divorced,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,6381
14714,42,citizen_birth,native_born,42,50193,75,50043,52,23,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,6382
14715,47,citizen_birth,native_born,47,78207,17,78088,31,71,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,6382
14727,23,citizen_birth,native_born,25,10161,11,10085,48,17,never_married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,6384
14728,33,citizen_birth,native_born,40,24037,14,24007,14,2,never_married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,6384
14729,73,citizen_birth,native_born,0,50046,86,80,1534,48346,married,not_student,MALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6385
14730,74,citizen_birth,native_born,0,19587,100,58,532,18897,married,not_student,F,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6385
14733,45,citizen_birth,native_born,40,45216,88,45054,48,26,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,6387
14734,44,citizen_birth,native_born,36,35219,49,35082,73,15,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,6387
14736,18,citizen_birth,native_born,20,2062,48,1884,37,93,never_married,private_school,F,in_last_year,did_not_work,English,0,0,0,0,0,1,0,6387
14737,73,citizen_birth,native_born,0,20861,24,99,9781,10957,divorced,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6387
14772,27,citizen_birth,native_born,0,307,50,86,74,97,never_married,not_student,M,over_five_years_ago,not_reported,English,0,0,0,0,0,1,0,6399
14780,51,citizen_birth,native_born,40,75197,57,75019,95,26,never_married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,6403
14782,65,citizen_birth,native_born,42,73788,87,65026,68,8607,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,6405
14783,61,citizen_birth,native_born,0,243,92,18,62,71,married,not_student,F,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6405
14784,66,citizen_birth,native_born,0,5267,21,38,5198,10,widowed,not_student,M,over_five_years_ago,did_not_work,English,0,0,1,0,0,0,0,6406
14795,59,citizen_birth,native_born,0,84241,17,40,86,84098,married,not_student,MALE,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,6411
14796,62,citizen_birth,native_born,0,313,68,78,74,93,married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6411
14805,79,citizen_birth,native_born,0,29845,90,38,15,29702,widowed,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6415
14822,68,citizen_birth,native_born,0,80744,83,45,519,80097,married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6422
14823,68,citizen_birth,native_born,0,50782,69,68,54,50591,married,not_student,MALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6422
14824,47,citizen_birth,native_born,40,109246,88,109089,60,9,divorced,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,6423
14842,43,citizen_naturalized,foreign_born,40,80125,47,80023,42,13,separated,not_student,FEMALE,in_last_year,worked,English,0,1,0,0,0,0,0,6428
14851,36,citizen_birth,native_born,35,21411,38,21228,60,85,never_married,not_student,MALE,in_last_year,not_reported,Spanish,0,0,0,0,0,1,0,6432
14852,33,citizen_birth,native_born,40,25775,91,25602,69,13,never_married,not_student,FEMALE,in_last_year,not_reported,English,0,0,0,0,0,1,0,6432
14866,58,citizen_birth,native_born,40,70148,64,70027,56,1,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,6440
14867,57,citizen_birth,native_born,45,80101,7,80073,8,13,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,6440
14868,90,citizen_birth,native_born,0,58034,56,5,43537,14436,divorced,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6441
14907,75,citizen_birth,native_born,0,41446,46,29,11715,29656,married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6455
14908,82,citizen_birth,native_born,0,41289,40,7,16135,25107,married,not_student,MALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6455
14909,29,citizen_birth,native_born,40,27215,33,27087,15,80,never_married,public_school,male,in_last_year,worked,English,0,1,0,0,0,1,0,6455
14917,62,citizen_birth,native_born,77,66126,1,66068,48,9,divorced,not_student,FEMALE,in_last_year,worked,English,0,0,1,0,0,0,0,6461
14918,57,citizen_birth,native_born,0,8981,47,46,13,8875,widowed,not_student,MALE,over_five_years_ago,did_not_work,English,0,0,1,0,0,0,0,6461
14919,44,citizen_birth,native_born,40,34183,85,34026,18,54,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,6462
14920,49,citizen_birth,native_born,45,70230,56,70072,36,66,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,6462
14933,65,citizen_birth,native_born,0,12860,67,77,77,12639,divorced,not_student,MALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6466
14935,72,citizen_birth,native_born,0,36401,52,48,14,36287,married,not_student,MALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6468
14936,71,citizen_birth,native_born,0,7360,34,60,59,7207,married,not_student,F,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6468
14940,26,citizen_birth,native_born,40,12205,74,12005,65,61,married,not_student,FEMALE,in_last_year,worked,Spanish,0,0,0,0,0,1,0,6472
14941,31,noncitizen,foreign_born,0,93,10,11,16,56,married,not_student,MALE,in_last_five_years,did_not_work,Spanish,0,0,0,0,0,1,0,6472
14969,54,citizen_birth,native_born,24,85246,80035,90,5036,85,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,6485
14970,53,citizen_birth,native_born,24,80197,80085,72,11,29,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,6485
14975,33,citizen_birth,native_born,48,140252,12,140092,61,87,never_married,not_student,FEMALE,in_last_year,worked,Tagalog,0,1,0,0,0,0,0,6488
14998,51,citizen_birth,native_born,0,8983,67,19,41,8856,never_married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6498
14999,54,citizen_naturalized,foreign_born,0,17073,73,91,13,16896,married,not_student,male,in_last_five_years,did_not_work,Spanish,0,0,0,0,0,0,1,6499
15000,41,citizen_naturalized,foreign_born,45,7244,39,7072,76,57,married,not_student,female,in_last_year,worked,Spanish,0,0,0,0,0,0,1,6499
15019,53,citizen_birth,native_born,20,45116,36,45042,20,18,married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,6507
15020,57,citizen_birth,native_born,40,50157,60,50091,1,5,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,6507
15037,38,citizen_naturalized,foreign_born,40,26274,96,26053,29,96,divorced,not_student,F,in_last_year,worked,Polish,0,0,0,0,0,1,0,6512
15038,19,noncitizen,foreign_born,35,1284,30,1231,18,5,never_married,public_school,MALE,in_last_year,worked,Polish,0,0,0,0,0,1,0,6512
15079,65,citizen_birth,native_born,60,47169,17,45040,79,2033,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,6527
15080,60,citizen_birth,native_born,0,157,26,13,87,31,married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6527
15081,28,citizen_birth,native_born,40,20287,20097,14,84,92,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,6528
15082,29,citizen_birth,native_born,0,301,91,74,53,83,married,not_student,FEMALE,in_last_five_years,not_reported,English,0,0,0,0,0,1,0,6528
15088,28,citizen_birth,native_born,46,77239,99,77075,9,56,never_married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,6530
15098,80,citizen_birth,native_born,20,48646,17,12041,88,36500,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,6537
15099,75,citizen_birth,native_born,0,7693,89,21,297,7286,married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6537
15103,51,citizen_birth,native_born,50,200220,83,200040,67,30,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,6540
15104,51,citizen_birth,native_born,40,45230,79,45003,94,54,married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,6540
15122,71,citizen_birth,native_born,0,63168,43,99,7016,56010,married,not_student,MALE,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,6547
15123,68,citizen_birth,native_born,0,14883,49,19,350,14465,married,not_student,FEMALE,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,6547
15125,52,citizen_birth,native_born,40,71177,22,71036,39,80,married,public_school,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,6549
15126,53,citizen_birth,native_born,50,105259,16,105100,50,93,married,public_school,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,6549
15129,82,citizen_birth,native_born,0,102263,33,86,80073,22071,married,not_student,M,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,6550
15130,80,citizen_birth,native_born,0,101205,57,41,90048,11059,married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6550
15166,45,citizen_birth,native_born,50,100214,62,100032,65,55,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,6563
15167,47,citizen_birth,native_born,0,210,44,48,43,75,married,not_student,female,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,6563
15176,39,citizen_birth,native_born,30,35215,35071,52,42,50,never_married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,6569
15182,63,citizen_birth,native_born,0,9034,50,35,85,8864,never_married,not_student,FEMALE,over_five_years_ago,did_not_work,English,1,0,0,0,0,0,0,6573
15183,40,citizen_birth,native_born,0,9533,90,50,88,9305,widowed,not_student,MALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6573
15184,82,citizen_birth,native_born,0,9766,76,52,100,9538,widowed,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,6574
15186,37,citizen_birth,native_born,40,19796,14,19632,57,93,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,6576
15187,36,citizen_birth,native_born,45,20225,20098,75,28,24,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,6576
15213,26,noncitizen,foreign_born,50,21098,36,21037,15,10,married,not_student,MALE,in_last_year,worked,Spanish,0,0,0,0,0,1,0,6585
